序号,求职者id,姓名,期望岗位,性别,年龄,居住地址,工作经验,自我评价,期望薪资低,期望薪资高,工作性质,期望行业,工作地区,到岗时间,简历关键词,学历,学科专业,学历数值,工作经验数值,自我评价-分词
5601,7533086320842436116,韩用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5602,7533086329432370708,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5603,7533086333727338004,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5604,7533086342317272596,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5605,7533086350907207188,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5606,7533086355202174484,杨用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5607,7533086363792109076,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5608,7533129120191540756,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5609,7533129128781475348,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5610,7533129133076442644,杨用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5611,7533129141666377236,冯用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5612,7533129150256311828,洪用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5613,7533129154551279124,杜用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5614,7533129163141213716,瞿用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5615,7533129167436181012,魏用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5616,7533129176026115604,丛用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5617,7533129180321082900,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5618,7533129188911017492,林用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5619,7533129197500952084,余用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5620,7533129201795919380,罗用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5621,7533043246615424532,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5622,7533043255205359124,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5623,7533086106094071316,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5624,7533086110389038612,余用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5625,7533086118978973204,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5626,7533086123273940500,符用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5627,7533086131863875092,翟用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5628,7533086140453809684,崔用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5629,7533086144748776980,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5630,7533086153338711572,曾用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5631,7532785887880080916,龚用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5632,7532828579855003156,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5633,7532828584149970452,梁用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5634,7532828592739905044,梁用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5635,7532828597034872340,莫用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5636,7532828605624806932,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5637,7532828614214741524,慕用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5638,7532828618509708820,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5639,7532828627099643412,曹用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5640,7532828631394610708,赖用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5641,7532828639984545300,肖用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5642,7532828648574479892,戴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5643,7532828652869447188,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5644,7532828661459381780,房用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5645,7532828665754349076,郭用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5646,7532828674344283668,区用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5647,7532828682934218260,罗用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5648,7532828687229185556,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5649,7532785647361912340,胡用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5650,7532785655951846932,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5651,7533515495449488916,谢用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5652,7533515504039423508,杨用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5653,7533515508334390804,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5654,7533515516924325396,王用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5655,7533515521219292692,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5656,7533515529809227284,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5657,7533515534104194580,吕用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5658,7533515542694129172,曾用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5659,7533515551284063764,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5660,7533515555579031060,仇用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5661,7533515564168965652,曾用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5662,7533515568463932948,冯用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5663,7533515577053867540,韦用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5664,7533515585643802132,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5665,7533515589938769428,万用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5666,7533515598528704020,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5667,7533515602823671316,杨用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5668,7533515611413605908,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5669,7533515615708573204,黄用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5670,7533515624298507796,郝用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5671,7533515632888442388,彭用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5672,7533515637183409684,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5673,7533515645773344276,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5674,7533472623085940244,徐用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5675,7533472631675874836,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5676,7533472635970842132,方用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5677,7533472644560776724,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5678,7533472653150711316,郑用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5679,7533472657445678612,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5680,7533472666035613204,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5681,7533472670330580500,邰用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5682,7533472678920515092,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5683,7533472687510449684,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5684,7533472691805416980,蒋用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5685,7533472700395351572,刘用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5686,7533472704690318868,钟用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5687,7533472713280253460,练用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5688,7533472721870188052,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5689,7533472726165155348,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5690,7533472734755089940,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5691,7533472739050057236,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5692,7533472747639991828,梁用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5693,7533472756229926420,吴用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5694,7533472760524893716,车用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5695,7533472769114828308,史用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5696,7533515443909881364,韦用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5697,7533515452499815956,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5698,7533515456794783252,魏用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5699,7533515465384717844,肖用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5700,7533429737837489684,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5701,7532699752310959636,贾用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5702,7532699760900894228,张用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5703,7532699765195861524,冯用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5704,7532699773785796116,蔡用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5705,7532699782375730708,李用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
5706,7532699786670698004,陈用户,"[""数据分析师"",""数据挖掘工程师""]",无,无,无,无,无,4000,6000,1,"[""互联网""]",无,无,[],无,无,0,0,['无']
